week_start,geo,device,channel,campaign,impressions,clicks,sessions,add_to_cart,begin_checkout,purchases,revenue,spend,platform_roas_reported,last_click_roas,position_based_roas,time_decay_roas,shipping_issue_rate,bot_rate,ghost_impressions,holdout_flag
2024-08-05,BE-BRU,Desktop,Paid Search,NonBrand-Decor,17327,571,645,165,112,3,204.83,342.31,0.81,0.6,0.52,0.56,0.037,0.04,8368,0
2024-08-05,BE-BRU,Desktop,Paid Social,Retargeting-Catalog,37931,446,408,110,73,1,70.67,165.45,0.66,0.43,0.41,0.42,0.125,0.05,9330,0
2024-08-05,BE-BRU,Desktop,Organic,SEO-Core,1532,64,279,68,47,1,69.76,0.0,0.0,0.0,0.0,0.0,0.078,0.028,0,0
2024-08-05,BE-BRU,Desktop,Direct,Direct,1423,50,307,74,43,1,67.75,0.0,0.0,0.0,0.0,0.0,0.095,0.048,0,0
2024-08-05,BE-BRU,Desktop,Email/SMS,Lifecycle-Welcome,1262,72,101,21,14,0,0.0,58.7,0.0,0.0,0.0,0.0,0.181,0.03,0,0
2024-08-05,BE-BRU,Desktop,Affiliate,Aff-NetB,6997,132,143,33,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.037,0,0
2024-08-05,BE-BRU,Desktop,Referral,ReferAFriend,374,10,81,25,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.025,0,0
2024-08-05,LU-LUX,Mobile,Paid Search,NonBrand-Decor,16951,553,654,155,113,3,252.78,313.22,1.09,0.81,0.78,0.63,0.02,0.013,3640,1
2024-08-05,LU-LUX,Mobile,Paid Social,Prospecting-Video,31134,346,389,106,78,1,87.69,124.31,1.09,0.71,0.73,0.54,0.083,0.06,13452,1
2024-08-05,LU-LUX,Mobile,Organic,SEO-Core,1697,29,448,119,67,1,85.63,0.0,0.0,0.0,0.0,0.0,0.099,0.023,0,0
2024-08-05,LU-LUX,Mobile,Direct,Direct,710,71,329,93,53,1,82.69,0.0,0.0,0.0,0.0,0.0,0.06,0.029,0,0
2024-08-05,LU-LUX,Mobile,Email/SMS,Lifecycle-Welcome,2050,96,164,32,20,0,0.0,55.07,0.0,0.0,0.0,0.0,0.159,0.024,0,0
2024-08-05,LU-LUX,Mobile,Affiliate,Aff-NetB,8490,151,162,38,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.03,0,0
2024-08-05,LU-LUX,Mobile,Referral,ReferAFriend,469,27,125,29,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.032,0,0
2024-08-05,LU-LUX,Desktop,Paid Search,NonBrand-Home,12753,393,484,117,70,1,88.71,252.68,0.47,0.35,0.33,0.32,0.071,0.024,2583,1
2024-08-05,LU-LUX,Desktop,Paid Social,Retargeting-Catalog,30260,334,410,88,63,1,86.27,121.27,1.1,0.71,0.61,0.68,0.055,0.058,10880,1
2024-08-05,LU-LUX,Desktop,Organic,SEO-Core,1950,61,340,69,43,1,82.16,0.0,0.0,0.0,0.0,0.0,0.024,0.041,0,0
2024-08-05,LU-LUX,Desktop,Direct,Direct,1175,46,278,57,35,1,82.32,0.0,0.0,0.0,0.0,0.0,0.102,0.039,0,0
2024-08-05,LU-LUX,Desktop,Email/SMS,Lifecycle-Welcome,1350,55,108,21,11,0,0.0,55.56,0.0,0.0,0.0,0.0,0.11,0.025,0,0
2024-08-05,LU-LUX,Desktop,Affiliate,Aff-NetB,6523,120,117,29,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.031,0,0
2024-08-05,LU-LUX,Desktop,Referral,ReferAFriend,271,10,87,18,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.024,0,0
2024-08-12,NL-NH,Mobile,Paid Search,NonBrand-Decor,33817,1048,1255,228,142,4,295.35,674.41,0.59,0.44,0.4,0.42,0.254,0.027,16793,0
2024-08-12,NL-NH,Mobile,Paid Social,Retargeting-Catalog,75650,928,1069,183,134,2,152.89,317.64,0.75,0.48,0.41,0.44,0.116,0.061,35502,0
2024-08-12,NL-NH,Mobile,Organic,SEO-Core,2943,53,538,121,77,2,158.76,0.0,0.0,0.0,0.0,0.0,0.038,0.027,0,0
2024-08-12,NL-NH,Mobile,Direct,Direct,1847,89,581,149,88,2,155.81,0.0,0.0,0.0,0.0,0.0,0.156,0.037,0,0
2024-08-12,NL-NH,Mobile,Email/SMS,Lifecycle-Welcome,3250,160,260,48,28,0,0.0,47.62,0.0,0.0,0.0,0.0,0.088,0.024,0,0
2024-08-12,NL-NH,Mobile,Affiliate,Aff-NetB,21027,398,446,116,83,1,76.67,0.0,0.0,0.0,0.0,0.0,0.162,0.023,0,0
2024-08-12,NL-NH,Mobile,Referral,ReferAFriend,645,19,133,32,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.027,0,0
2024-08-12,NL-NH,Desktop,Paid Search,Brand-Core,25033,800,868,215,157,4,289.03,526.43,0.74,0.55,0.51,0.49,0.071,0.026,5648,0
2024-08-12,NL-NH,Desktop,Paid Social,Prospecting-Video,41797,520,538,115,67,1,72.44,170.95,0.66,0.42,0.43,0.37,0.11,0.066,14873,0
2024-08-12,NL-NH,Desktop,Organic,SEO-Core,940,87,405,112,74,2,144.78,0.0,0.0,0.0,0.0,0.0,0.073,0.03,0,0
2024-08-12,NL-NH,Desktop,Direct,Direct,719,35,314,80,59,2,143.38,0.0,0.0,0.0,0.0,0.0,0.139,0.023,0,0
2024-08-12,NL-NH,Desktop,Email/SMS,Lifecycle-Welcome,2125,120,170,45,27,1,72.26,35.01,2.06,2.06,2.08,2.02,0.053,0.052,0,0
2024-08-12,NL-NH,Desktop,Affiliate,Aff-NetB,10361,183,177,55,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.035,0,0
2024-08-12,NL-NH,Desktop,Referral,ReferAFriend,406,26,117,24,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.088,0.017,0,0
2024-08-12,NL-ZH,Mobile,Paid Search,NonBrand-Home,25692,815,986,226,166,4,299.79,515.63,0.78,0.58,0.54,0.47,0.087,0.032,7016,0
2024-08-12,NL-ZH,Mobile,Paid Social,Prospecting-Video,58256,761,882,155,93,1,70.22,287.09,0.38,0.24,0.21,0.23,0.038,0.057,12901,0
2024-08-12,NL-ZH,Mobile,Organic,SEO-Core,2315,51,544,153,114,2,148.38,0.0,0.0,0.0,0.0,0.0,0.147,0.023,0,0
2024-08-12,NL-ZH,Mobile,Direct,Direct,1051,46,378,99,66,2,142.67,0.0,0.0,0.0,0.0,0.0,0.118,0.037,0,0
2024-08-12,NL-ZH,Mobile,Email/SMS,Lifecycle-Reactivation,2700,132,216,38,22,0,0.0,30.33,0.0,0.0,0.0,0.0,0.253,0.033,0,0
2024-08-12,NL-ZH,Mobile,Affiliate,Aff-NetA,10201,175,184,39,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.028,0,0
2024-08-12,NL-ZH,Mobile,Referral,ReferAFriend,360,23,147,38,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.046,0,0
2024-08-12,NL-ZH,Desktop,Paid Search,NonBrand-Home,19579,686,796,197,128,3,228.39,436.0,0.71,0.52,0.55,0.5,0.063,0.024,9316,0
2024-08-12,NL-ZH,Desktop,Paid Social,Retargeting-Catalog,37215,432,490,136,87,1,73.48,160.76,0.71,0.46,0.42,0.45,0.072,0.065,8756,0
2024-08-12,NL-ZH,Desktop,Organic,SEO-Core,1372,41,383,105,58,1,72.07,0.0,0.0,0.0,0.0,0.0,0.17,0.036,0,0
2024-08-12,NL-ZH,Desktop,Direct,Direct,756,74,362,72,53,1,70.17,0.0,0.0,0.0,0.0,0.0,0.157,0.044,0,0
2024-08-12,NL-ZH,Desktop,Email/SMS,Lifecycle-Reactivation,2575,108,206,55,34,1,72.99,80.67,0.9,0.9,0.8,0.68,0.021,0.024,0,0
2024-08-12,NL-ZH,Desktop,Affiliate,Aff-NetB,9225,176,180,43,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.035,0,0
2024-08-12,NL-ZH,Desktop,Referral,ReferAFriend,300,20,111,27,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.026,0,0
2024-08-12,BE-BRU,Mobile,Paid Search,NonBrand-Decor,23041,698,791,156,96,2,146.24,426.92,0.46,0.34,0.31,0.28,0.146,0.039,5844,0
2024-08-12,BE-BRU,Mobile,Paid Social,Prospecting-Video,60645,700,827,160,103,1,69.98,267.43,0.41,0.26,0.25,0.26,0.058,0.047,25310,0
2024-08-12,BE-BRU,Mobile,Organic,SEO-Core,766,65,313,71,51,1,66.59,0.0,0.0,0.0,0.0,0.0,0.04,0.034,0,0
2024-08-12,BE-BRU,Mobile,Direct,Direct,1377,64,431,97,67,2,145.32,0.0,0.0,0.0,0.0,0.0,0.109,0.022,0,0
2024-08-12,BE-BRU,Mobile,Email/SMS,Lifecycle-Welcome,2312,117,185,45,31,1,68.83,61.84,1.11,1.11,1.0,1.09,0.101,0.04,0,0
2024-08-12,BE-BRU,Mobile,Affiliate,Aff-NetA,13112,233,250,48,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.282,0.025,0,0
2024-08-12,BE-BRU,Mobile,Referral,ReferAFriend,258,21,128,28,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.041,0,0
2024-08-12,BE-BRU,Desktop,Paid Search,NonBrand-Home,14016,449,493,129,86,2,133.45,281.93,0.64,0.47,0.44,0.37,0.052,0.034,6055,0
2024-08-12,BE-BRU,Desktop,Paid Social,Prospecting-Video,23469,265,306,61,37,0,0.0,97.57,0.0,0.0,0.0,0.0,0.018,0.046,4776,0
2024-08-12,BE-BRU,Desktop,Organic,SEO-Core,1559,39,410,78,47,1,69.73,0.0,0.0,0.0,0.0,0.0,0.091,0.022,0,0
2024-08-12,BE-BRU,Desktop,Direct,Direct,1604,60,325,73,49,1,69.27,0.0,0.0,0.0,0.0,0.0,0.05,0.034,0,0
2024-08-12,BE-BRU,Desktop,Email/SMS,Lifecycle-Reactivation,1800,87,144,36,20,0,0.0,89.36,0.0,0.0,0.0,0.0,0.077,0.027,0,0
2024-08-12,BE-BRU,Desktop,Affiliate,Aff-NetA,10615,208,206,41,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.025,0,0
2024-08-12,BE-BRU,Desktop,Referral,ReferAFriend,315,8,100,19,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.058,0,0
2024-08-12,LU-LUX,Mobile,Paid Search,Brand-Core,16567,546,652,160,107,2,169.73,334.39,0.69,0.51,0.5,0.48,0.156,0.017,4108,0
2024-08-12,LU-LUX,Mobile,Paid Social,Retargeting-Catalog,39645,434,531,149,107,1,86.52,150.22,0.89,0.58,0.52,0.51,0.204,0.059,17359,0
2024-08-12,LU-LUX,Mobile,Organic,SEO-Core,943,62,363,80,59,1,82.25,0.0,0.0,0.0,0.0,0.0,0.093,0.035,0,0
2024-08-12,LU-LUX,Mobile,Direct,Direct,859,25,282,51,37,1,85.44,0.0,0.0,0.0,0.0,0.0,0.058,0.031,0,0
2024-08-12,LU-LUX,Mobile,Email/SMS,Lifecycle-Welcome,2412,131,193,39,27,1,80.04,88.66,0.9,0.9,0.8,0.89,0.047,0.027,0,0
2024-08-12,LU-LUX,Mobile,Affiliate,Aff-NetA,8750,151,181,43,30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,0.03,0,0
2024-08-12,LU-LUX,Mobile,Referral,ReferAFriend,239,14,87,24,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.001,0,0
2024-08-12,LU-LUX,Desktop,Paid Search,NonBrand-Home,21739,659,678,165,113,2,170.95,418.23,0.55,0.41,0.4,0.38,0.086,0.026,9868,0
2024-08-12,LU-LUX,Desktop,Paid Social,Retargeting-Catalog,34483,422,433,96,52,0,0.0,155.62,0.0,0.0,0.0,0.0,0.169,0.042,12612,0
2024-08-12,LU-LUX,Desktop,Organic,SEO-Core,1223,38,403,108,71,2,165.49,0.0,0.0,0.0,0.0,0.0,0.062,0.031,0,0
2024-08-12,LU-LUX,Desktop,Direct,Direct,1089,16,259,73,49,1,88.66,0.0,0.0,0.0,0.0,0.0,0.143,0.019,0,0
2024-08-12,LU-LUX,Desktop,Email/SMS,Lifecycle-Reactivation,1400,62,112,30,19,0,0.0,72.13,0.0,0.0,0.0,0.0,0.051,0.026,0,0
2024-08-12,LU-LUX,Desktop,Affiliate,Aff-NetA,7054,132,131,32,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.015,0,0
2024-08-12,LU-LUX,Desktop,Referral,ReferAFriend,289,3,62,17,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.032,0,0
2024-08-19,NL-NH,Mobile,Paid Search,NonBrand-Decor,32424,975,1058,247,181,5,373.57,544.28,0.93,0.69,0.62,0.52,0.026,0.037,7202,0
2024-08-19,NL-NH,Mobile,Paid Social,Prospecting-Video,62414,739,720,145,100,1,77.92,250.8,0.48,0.31,0.3,0.24,0.107,0.054,21885,0
2024-08-19,NL-NH,Mobile,Organic,SEO-Core,1473,60,704,135,98,2,149.17,0.0,0.0,0.0,0.0,0.0,0.077,0.036,0,0
2024-08-19,NL-NH,Mobile,Direct,Direct,2917,100,525,134,80,2,146.56,0.0,0.0,0.0,0.0,0.0,0.111,0.04,0,0
2024-08-19,NL-NH,Mobile,Email/SMS,Lifecycle-Reactivation,3425,173,274,70,46,1,79.24,82.85,0.96,0.96,0.95,0.93,0.134,0.024,0,0
2024-08-19,NL-NH,Mobile,Affiliate,Aff-NetB,13773,268,301,59,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.026,0,0
2024-08-19,NL-NH,Mobile,Referral,ReferAFriend,376,27,156,32,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.038,0,0
2024-08-19,NL-NH,Desktop,Paid Search,NonBrand-Decor,21522,645,772,206,151,3,235.25,395.06,0.8,0.6,0.55,0.54,0.055,0.018,9441,0
2024-08-19,NL-NH,Desktop,Paid Social,Retargeting-Catalog,30599,349,420,127,75,1,76.06,129.47,0.91,0.59,0.6,0.5,0.025,0.074,15186,0
2024-08-19,NL-NH,Desktop,Organic,SEO-Core,2156,67,512,102,67,1,74.71,0.0,0.0,0.0,0.0,0.0,0.102,0.018,0,0
2024-08-19,NL-NH,Desktop,Direct,Direct,2644,94,469,138,92,3,229.8,0.0,0.0,0.0,0.0,0.0,0.093,0.027,0,0
2024-08-19,NL-NH,Desktop,Email/SMS,Lifecycle-Welcome,1900,111,152,44,31,1,75.09,35.68,2.1,2.1,2.05,1.9,0.09,0.014,0,0
2024-08-19,NL-NH,Desktop,Affiliate,Aff-NetB,7789,153,175,53,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.037,0,0
2024-08-19,NL-NH,Desktop,Referral,ReferAFriend,440,10,109,21,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.029,0,0
2024-08-19,NL-ZH,Mobile,Paid Search,Brand-Core,26035,875,988,175,130,3,227.02,479.04,0.64,0.47,0.47,0.38,0.03,0.03,9949,1
2024-08-19,NL-ZH,Mobile,Paid Social,Prospecting-Video,55898,646,769,191,117,2,146.64,218.94,1.04,0.67,0.57,0.59,0.184,0.048,27652,1
2024-08-19,NL-ZH,Mobile,Organic,SEO-Core,1285,139,558,142,79,2,151.09,0.0,0.0,0.0,0.0,0.0,0.055,0.031,0,0
2024-08-19,NL-ZH,Mobile,Direct,Direct,2139,36,390,72,44,1,70.88,0.0,0.0,0.0,0.0,0.0,0.086,0.042,0,0
2024-08-19,NL-ZH,Mobile,Email/SMS,Lifecycle-Welcome,2362,103,189,45,29,1,70.95,87.99,0.81,0.81,0.83,0.63,0.035,0.041,0,0
2024-08-19,NL-ZH,Mobile,Affiliate,Aff-NetA,15296,276,300,82,51,1,77.24,0.0,0.0,0.0,0.0,0.0,0.16,0.021,0,0
2024-08-19,NL-ZH,Mobile,Referral,ReferAFriend,730,12,170,40,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.007,0,0
2024-08-19,NL-ZH,Desktop,Paid Search,NonBrand-Decor,21294,697,790,187,124,3,214.51,383.65,0.75,0.56,0.52,0.43,0.114,0.037,10259,1
2024-08-19,NL-ZH,Desktop,Paid Social,Prospecting-Video,38181,479,529,163,99,1,74.08,151.09,0.76,0.49,0.49,0.45,0.058,0.06,18364,1
2024-08-19,NL-ZH,Desktop,Organic,SEO-Core,2269,48,470,105,70,1,72.66,0.0,0.0,0.0,0.0,0.0,0.048,0.043,0,0
2024-08-19,NL-ZH,Desktop,Direct,Direct,874,34,414,106,68,2,146.2,0.0,0.0,0.0,0.0,0.0,0.14,0.035,0,0
2024-08-19,NL-ZH,Desktop,Email/SMS,Lifecycle-Reactivation,1812,74,145,38,21,0,0.0,30.39,0.0,0.0,0.0,0.0,0.178,0.042,0,0
2024-08-19,NL-ZH,Desktop,Affiliate,Aff-NetB,7289,139,150,43,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0,0
2024-08-19,NL-ZH,Desktop,Referral,ReferAFriend,508,11,109,21,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.035,0,0
2024-08-19,BE-BRU,Mobile,Paid Search,Brand-Core,17597,599,605,167,104,3,207.06,326.23,0.86,0.63,0.65,0.54,0.049,0.034,6688,0
2024-08-19,BE-BRU,Mobile,Paid Social,Retargeting-Catalog,54445,620,640,174,99,1,68.03,225.54,0.47,0.3,0.29,0.29,0.081,0.072,20633,0
2024-08-19,BE-BRU,Mobile,Organic,SEO-Core,1073,84,424,109,64,1,68.87,0.0,0.0,0.0,0.0,0.0,0.284,0.027,0,0
2024-08-19,BE-BRU,Mobile,Direct,Direct,1476,40,444,109,64,2,143.14,0.0,0.0,0.0,0.0,0.0,0.181,0.023,0,0
2024-08-19,BE-BRU,Mobile,Email/SMS,Lifecycle-Reactivation,1487,67,119,22,12,0,0.0,56.54,0.0,0.0,0.0,0.0,0.199,0.034,0,0
2024-08-19,BE-BRU,Mobile,Affiliate,Aff-NetA,11761,230,238,49,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.026,0,0
2024-08-19,BE-BRU,Mobile,Referral,ReferAFriend,314,5,84,21,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.033,0,0
2024-08-19,BE-BRU,Desktop,Paid Search,NonBrand-Home,17954,623,695,141,103,3,206.31,410.99,0.68,0.5,0.43,0.44,0.045,0.025,7538,0
2024-08-19,BE-BRU,Desktop,Paid Social,Retargeting-Catalog,40677,468,558,129,88,1,66.42,173.41,0.59,0.38,0.35,0.37,0.149,0.052,8761,0
2024-08-19,BE-BRU,Desktop,Organic,SEO-Core,1679,49,390,97,69,2,138.13,0.0,0.0,0.0,0.0,0.0,0.126,0.038,0,0
2024-08-19,BE-BRU,Desktop,Direct,Direct,541,46,232,60,37,1,69.62,0.0,0.0,0.0,0.0,0.0,0.141,0.011,0,0
2024-08-19,BE-BRU,Desktop,Email/SMS,Lifecycle-Reactivation,1700,97,136,41,27,1,70.0,83.51,0.84,0.84,0.72,0.69,0.033,0.04,0,0
2024-08-19,BE-BRU,Desktop,Affiliate,Aff-NetA,10194,179,200,53,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.014,0,0
2024-08-19,BE-BRU,Desktop,Referral,ReferAFriend,269,13,75,22,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.015,0,0
2024-08-19,LU-LUX,Mobile,Paid Search,Brand-Core,24678,848,896,215,118,4,319.94,499.48,0.86,0.64,0.67,0.49,0.069,0.025,10429,0
2024-08-19,LU-LUX,Mobile,Paid Social,Retargeting-Catalog,36625,461,525,95,55,1,80.97,176.32,0.71,0.46,0.47,0.39,0.167,0.072,11727,0
2024-08-19,LU-LUX,Mobile,Organic,SEO-Core,1400,47,395,90,66,1,80.74,0.0,0.0,0.0,0.0,0.0,0.009,0.017,0,0
2024-08-19,LU-LUX,Mobile,Direct,Direct,1424,40,381,86,64,2,164.45,0.0,0.0,0.0,0.0,0.0,0.055,0.008,0,0
2024-08-19,LU-LUX,Mobile,Email/SMS,Lifecycle-Welcome,1962,80,157,29,18,0,0.0,46.8,0.0,0.0,0.0,0.0,0.058,0.025,0,0
2024-08-19,LU-LUX,Mobile,Affiliate,Aff-NetA,9920,195,183,41,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.045,0,0
2024-08-19,LU-LUX,Mobile,Referral,ReferAFriend,573,20,100,21,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.028,0,0
2024-08-19,LU-LUX,Desktop,Paid Search,NonBrand-Decor,12480,388,436,127,94,2,168.82,245.97,0.93,0.69,0.6,0.6,0.049,0.041,4260,0
2024-08-19,LU-LUX,Desktop,Paid Social,Prospecting-Video,41534,465,507,127,90,1,80.98,165.18,0.76,0.49,0.49,0.41,0.044,0.066,19537,0
2024-08-19,LU-LUX,Desktop,Organic,SEO-Core,1926,19,327,61,39,1,81.18,0.0,0.0,0.0,0.0,0.0,0.055,0.018,0,0
2024-08-19,LU-LUX,Desktop,Direct,Direct,1474,53,285,62,37,1,88.8,0.0,0.0,0.0,0.0,0.0,0.082,0.037,0,0
2024-08-19,LU-LUX,Desktop,Email/SMS,Lifecycle-Reactivation,1862,94,149,42,27,1,81.84,39.53,2.07,2.07,1.99,2.02,0.091,0.06,0,0
2024-08-19,LU-LUX,Desktop,Affiliate,Aff-NetA,7713,127,142,42,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.02,0,0
2024-08-19,LU-LUX,Desktop,Referral,ReferAFriend,330,17,76,14,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0.027,0,0
2024-08-26,NL-NH,Mobile,Paid Search,NonBrand-Home,20606,635,761,212,158,4,304.67,411.47,1.0,0.74,0.75,0.65,0.14,0.053,4873,0
2024-08-26,NL-NH,Mobile,Paid Social,Retargeting-Catalog,68483,846,782,149,103,1,76.94,267.64,0.45,0.29,0.26,0.26,0.216,0.053,23419,0
2024-08-26,NL-NH,Mobile,Organic,SEO-Core,1318,115,608,140,99,2,150.23,0.0,0.0,0.0,0.0,0.0,0.165,0.031,0,0
2024-08-26,NL-NH,Mobile,Direct,Direct,1406,68,459,88,50,1,74.22,0.0,0.0,0.0,0.0,0.0,0.159,0.013,0,0
2024-08-26,NL-NH,Mobile,Email/SMS,Lifecycle-Welcome,3300,143,264,61,36,1,79.15,31.35,2.52,2.52,2.2,2.41,0.091,0.026,0,0
2024-08-26,NL-NH,Mobile,Affiliate,Aff-NetB,13316,251,247,59,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.174,0.03,0,0
2024-08-26,NL-NH,Mobile,Referral,ReferAFriend,315,27,120,33,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.02,0,0
2024-08-26,NL-NH,Desktop,Paid Search,NonBrand-Decor,18866,553,583,145,90,2,151.49,361.56,0.57,0.42,0.38,0.32,0.228,0.036,4620,0
2024-08-26,NL-NH,Desktop,Paid Social,Retargeting-Catalog,38598,466,487,124,92,1,72.04,173.36,0.64,0.42,0.42,0.4,0.133,0.038,9166,0
2024-08-26,NL-NH,Desktop,Organic,SEO-Core,2692,80,461,134,79,2,154.62,0.0,0.0,0.0,0.0,0.0,0.098,0.047,0,0
2024-08-26,NL-NH,Desktop,Direct,Direct,2458,89,418,111,82,3,224.69,0.0,0.0,0.0,0.0,0.0,0.069,0.031,0,0
2024-08-26,NL-NH,Desktop,Email/SMS,Lifecycle-Welcome,2087,119,167,52,32,1,75.63,66.29,1.14,1.14,0.98,1.08,0.068,0.042,0,0
2024-08-26,NL-NH,Desktop,Affiliate,Aff-NetB,12343,200,239,57,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.041,0,0
2024-08-26,NL-NH,Desktop,Referral,ReferAFriend,417,7,115,25,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.165,0.025,0,0
2024-08-26,NL-ZH,Mobile,Paid Search,Brand-Core,25093,865,820,231,161,4,301.8,541.15,0.75,0.56,0.48,0.47,0.297,0.029,6459,0
2024-08-26,NL-ZH,Mobile,Paid Social,Retargeting-Catalog,47371,613,732,132,88,1,76.06,212.93,0.55,0.36,0.37,0.3,0.068,0.062,9510,0
2024-08-26,NL-ZH,Mobile,Organic,SEO-Core,1896,49,589,138,103,2,148.89,0.0,0.0,0.0,0.0,0.0,0.01,0.022,0,0
2024-08-26,NL-ZH,Mobile,Direct,Direct,1339,33,513,119,70,2,151.07,0.0,0.0,0.0,0.0,0.0,0.159,0.029,0,0
2024-08-26,NL-ZH,Mobile,Email/SMS,Lifecycle-Reactivation,2750,154,220,42,29,1,76.46,80.87,0.95,0.95,0.95,0.9,0.139,0.032,0,0
2024-08-26,NL-ZH,Mobile,Affiliate,Aff-NetB,11279,220,243,61,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.033,0,0
2024-08-26,NL-ZH,Mobile,Referral,ReferAFriend,400,10,134,35,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.031,0,0
2024-08-26,NL-ZH,Desktop,Paid Search,Brand-Core,17874,564,625,149,103,3,212.4,344.97,0.83,0.62,0.62,0.47,0.161,0.026,8193,0
2024-08-26,NL-ZH,Desktop,Paid Social,Prospecting-Video,41955,507,587,184,118,1,71.31,182.48,0.61,0.39,0.36,0.35,0.189,0.072,9314,0
2024-08-26,NL-ZH,Desktop,Organic,SEO-Core,1862,41,453,117,73,2,146.93,0.0,0.0,0.0,0.0,0.0,0.148,0.029,0,0
2024-08-26,NL-ZH,Desktop,Direct,Direct,815,70,398,89,56,2,146.55,0.0,0.0,0.0,0.0,0.0,0.096,0.037,0,0
2024-08-26,NL-ZH,Desktop,Email/SMS,Lifecycle-Welcome,1887,98,151,38,23,0,0.0,42.58,0.0,0.0,0.0,0.0,0.036,0.032,0,0
2024-08-26,NL-ZH,Desktop,Affiliate,Aff-NetA,7759,142,164,35,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.022,0,0
2024-08-26,NL-ZH,Desktop,Referral,ReferAFriend,468,15,87,23,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.021,0,0
2024-08-26,BE-BRU,Mobile,Paid Search,NonBrand-Decor,19740,599,712,134,90,2,138.65,351.79,0.53,0.39,0.35,0.38,0.075,0.014,7822,1
2024-08-26,BE-BRU,Mobile,Paid Social,Retargeting-Catalog,49875,555,547,145,105,2,133.84,183.41,1.13,0.73,0.7,0.62,0.176,0.075,23961,1
2024-08-26,BE-BRU,Mobile,Organic,SEO-Core,2299,46,430,79,51,1,72.82,0.0,0.0,0.0,0.0,0.0,0.085,0.033,0,0
2024-08-26,BE-BRU,Mobile,Direct,Direct,1128,37,320,68,43,1,70.48,0.0,0.0,0.0,0.0,0.0,0.1,0.025,0,0
2024-08-26,BE-BRU,Mobile,Email/SMS,Lifecycle-Welcome,1962,102,157,34,20,0,0.0,50.43,0.0,0.0,0.0,0.0,0.127,0.039,0,0
2024-08-26,BE-BRU,Mobile,Affiliate,Aff-NetA,15888,295,318,78,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.01,0,0
2024-08-26,BE-BRU,Mobile,Referral,ReferAFriend,411,15,101,22,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.026,0,0
2024-08-26,BE-BRU,Desktop,Paid Search,Brand-Core,10002,323,328,89,59,1,70.11,206.45,0.46,0.34,0.33,0.28,0.114,0.029,3849,1
2024-08-26,BE-BRU,Desktop,Paid Social,Retargeting-Catalog,40344,497,540,138,89,1,68.74,187.67,0.57,0.37,0.35,0.29,0.221,0.05,15723,1
